transcript_ID	yHG010_Total	yHG010_Supernatant	yHG010_Pellet	yHG005_Total	yHG005_Supernatant	yHG005_Pellet	yHG006_Total	yHG006_Supernatant	yHG006_Pellet	yHG007_Total	yHG007_Supernatant	yHG007_Pellet	yHG008_Total	yHG008_Supernatant	yHG008_Pellet	yHG026_Total	yHG026_Supernatant	yHG026_Pellet	yHG027_Total	yHG027_Supernatant	yHG027_Pellet
YBL037W	2305	2272.6544975676807	3284.220147896558	2754	2479.4946524680126	4801.9522924371995	3032	1658.0237664596643	4691.189341527643	2489	3841.295911608264	4246.520761741558	2897	3471.9001935254782	4399.094236257952	2512	3399.7112273430685	3988.315786784515	2849	1449.1856865491718	3812.640119396383
YBL035C	1429	1385.2730409466894	2440.3580265620258	1797	1604.804119090084	3144.3388676457107	2085	677.5005334615707	3466.2172697554342	1868	2599.7919476600364	2607.8797453059815	2230	2327.393023531884	3702.8897571284324	2040	2248.9472856087377	2247.384292553179	2271	1132.6400075759739	2896.0660300869495
YBL019W	404	402.09472253138665	554.9723861028906	517	471.0798878109781	828.8067123957444	553	289.128645627643	889.2389854346402	426	607.2769027706236	481.1328941874672	486	529.0775660090148	765.059867175296	502	599.4188156031305	672.6326227711979	486	219.47991413180716	762.5280238792766
YBL017C	12119	15372.875347939786	9282.483334679855	12888	11534.830807934282	12209.946309417719	15591	10253.811784753343	14363.931774928933	12491	21096.584000984207	9455.30731185805	13997	19083.800392599776	11751.319559812546	12731	15577.377691701404	11490.147861926816	14559	7720.746951205656	12061.806923181284
YBL001C	874	698.3087030795868	592.9841933702119	1017	1068.6646048295079	862.9843087831978	1178	737.7081004000502	934.6083214262035	1182	1846.984189491719	787.9422759881709	1264	1510.4753309376538	1017.5296233431436	1261	1663.0491951695876	1020.8189216174651	1298	687.4976465199143	824.1464500513393
YBR034C	1880	2112.5728995692916	2318.7202433065977	2447	2218.051338772406	4588.342315015616	3124	1751.312414133572	5535.05899097072	2538	3573.5910047655925	4176.791356786853	2975	3418.4441700167954	6793.731620516628	2929	2672.596674080123	3893.355887099169	3407	1714.416343345074	6523.850870967144
YBR039W	4905	5288.995159064885	1269.5943627285305	4878	6671.0213268782245	1708.8798193726689	6182	4509.61292585358	2504.387346734293	5642	6663.875835432671	2126.7468511185143	6381	8339.139667354524	2310.4807988693938	6480	9318.784243574482	2081.204468103824	7395	4553.435401635943	2849.8522104579024
YBR043C	1479	1450.8182621743763	1619.3029895878863	1824	1661.4300902591785	1751.6018148569856	2043	1120.7870153163094	2105.137190008536	1714	2646.505555565469	1492.2092660306953	1921	2394.555719735101	2440.540976289194	1849	2776.255567003973	2073.2911431300454	2037	834.6419269801117	2218.263342194259
YBR054W	8815	7757.024835292017	15516.419726520544	9782	9705.93241996225	21002.1329800901	10976	5676.713454199489	30197.830035984516	10194	13331.345025319606	16435.22074782406	11749	11397.098345505074	21544.085859656334	10311	11364.920651723514	18659.62028817041	13668	6362.44449670543	28637.163563466165
YBR066C	8426	8649.448232007446	10932.195770081598	7048	6244.519331264193	9210.862226418685	6788	3138.0713185627246	10852.345169181935	8638	10569.852127217688	9657.522586226696	8292	8958.681273147464	12791.800979170948	9022	10658.838337604539	9954.96281701373	7792	3801.0211607953534	10629.178514680825
YBR070C	112	92.01540672348347	250.8779279643204	140	143.37213976855855	427.2199548431672	165	56.23783725022804	607.9491022869479	131	122.17405144497752	411.4034892327618	151	138.43739421479404	283.0721508548595	144	117.17961808783002	419.40622361027636	189	105.10305747156963	492.94740937650204
YBR079C	15639	13281.730693771853	36362.09483191953	21286	20472.095789473504	39705.82260312396	25359	14070.706880007056	68489.54961286392	21517	22201.5404956704	32459.038006415358	24358	31899.539361989126	62038.70462924475	24966	35204.96372141293	47353.336643092334	27679	9587.253601244884	70907.40391750121
YBR094W	2051	1522.66590852011	4933.932583298301	2608	1786.7301115695154	8510.221500475891	2794	1323.904851031839	9718.111769392854	2244	2741.729448603466	5452.839467457961	2678	2519.286441255361	6893.1894032494165	2567	2185.8505681768293	6417.706553734606	2853	996.0060328629334	8557.258934645215
YBR095C	881	1177.2930120511446	623.3936391840689	983	984.3280520244734	974.0614970424213	1160	693.3794522145763	1306.6368765570223	971	1403.2049143901095	843.7257999519352	1059	1393.9686130341142	818.6140578775667	998	1359.5840303780278	949.5989968534559	1116	635.564371063374	1116.8339743686374
YBR107C	130	162.60256804560777	106.43306034849957	200	261.4433136956068	162.34358284040354	276	158.78918753005564	390.17628952744417	199	247.9414573442191	55.78352396376431	251	345.4081519022584	91.80718406103551	202	213.32699703169055	126.61319958046079	233	228.75371332047507	84.72533598658629
YBR108W	2799	3011.298721402767	2136.2635684234556	3072	3205.9938144885236	3033.2616793864872	3480	2131.744842590997	3112.3364490212407	2879	4741.431202401407	2294.0974230098072	3177	3748.7749819550663	2172.7700227778405	2727	3324.5960875431774	1986.2445684184786	3176	1459.0777390170842	2225.965645465767
YBR114W	1024	1193.6793173580663	919.8857358691748	1189	1334.9271501139738	1042.416689817328	1333	759.5416136854328	1406.4494157384615	1125	1870.3409934444353	1101.7245982843451	1346	1576.2673598714173	1415.3607542742975	1183	1413.6669310339494	1147.4321211979259	1274	710.3730178519618	1240.070826712763
YBR130C	1544	1735.6878775100922	1231.5825554612093	1736	1708.4175982505549	1486.725442854222	2141	1233.924311431474	2241.245197983226	1745	3300.496066241525	1066.8598958069924	2138	2782.454556990415	1843.7942798924632	1972	2227.9150464647682	1519.3583949655294	2325	1125.839221504284	1740.7205393607728
YBR143C	5016	4980.176328280591	4067.2633776033763	6758	5492.719203402172	4904.48508159956	8247	3937.97185074538	10262.543801291613	6897	9800.874274005182	5724.784146781312	7732	8576.265104969963	6235.237917478662	8451	8665.28252731543	7327.738925719168	8403	4129.313652074197	9288.97774543846
YBR161W	927	884.8604865737725	2075.4446767957415	1038	986.737667818903	1922.4897967942525	1149	599.42918292596	3212.14898820268	884	1316.9644074877724	1847.8292312996928	1028	1012.9231121260673	2279.878404182382	915	932.9300363146467	1891.284668733133	1044	464.92646599188447	1948.6827276914846
YBR162W-A	121	103.35977193596773	98.83069889503531	117	162.649066123995	145.25478464667685	135	84.02594506798778	217.77281275950372	148	229.97468507289886	104.59410743205808	170	194.6347522623837	122.40957874804735	169	237.36384176765569	126.61319958046079	147	87.17371237347834	100.12994252960198
YBR169C	3919	4015.905285219429	6249.141114747617	3869	3986.7093318836996	7527.615604336606	4249	2131.0832209762884	9173.679737494094	3653	5303.79117449373	5348.245360025903	4338	4506.7539819628	8109.634592058137	3877	4693.193934697192	6876.6794022137765	4008	1809.6273483487312	6947.477550900076
YBR191W	16381.7	23882.409742326592	8187.743285381002	22718.2	23263.635687320144	11740.004359090235	26770.2	14175.904716745717	16387.404160152655	23069.3	33709.258135451004	7189.101650830125	24645.9	25682.192627748474	9570.898938362952	26732.6	42524.182943514315	8807.530695815803	30449	21502.849052124657	17815.427466997644
YBR196C	67333	73298.46460790804	66216.56825967366	70414	80305.2655809538	69295.07667556172	78301	42953.79847010947	85884.15303202928	72044	103914.42078563478	62847.112685675966	72026	88752.07636437751	66391.89527347218	76403	91814.73768020282	70048.75266788993	75853	39018.58270640136	74766.25785652664
YBR203W	1692	1450.8182621743763	4105.275184870698	1812	1490.34736885468	5494.04861928313	2016	927.5935038214084	5961.530749291414	1814	1999.701753797941	3995.4949039046187	1959	1699.6274141222239	4904.033748593647	1758	1927.454487265204	4573.901834844146	1804	708.5182580142282	4498.145110560581
YBR217W	210	258.3994298399193	76.02361453464255	298	322.88851645356044	162.34358284040354	319	238.84540290979203	172.40347676794045	270	323.40190088376403	118.53998842299916	320	438.61352622509	130.0601774198003	294	365.05957942747045	142.43984952801839	334	163.8371189997997	138.6414588871412
YBR228W	120	117.22510719567072	167.2519519762136	128	119.275981824263	170.8879819372669	176	94.61189090332482	263.142148751067	150	231.7713623000309	167.35057189129293	153	152.1440669093281	214.21676280908287	152	199.80627186771017	197.83312434446998	177	87.17371237347834	200.25988505920395
YBR239C	865	997.0436536750058	410.52751848706976	971	1192.75981824263	555.3859412961174	1122	717.8594519587932	698.6877742700744	879	1536.1590291978791	439.29525121464394	1017	1281.573896938935	428.43352561816573	906	1165.786969694309	364.01294879382476	1037	600.9421874256805	500.6497126480099
YBR265W	652	628.9820267810719	418.129879940534	918	975.89439674397	666.4631295553409	1065	567.0097238052404	807.5741806498263	736	1103.1598174590617	509.0246561693493	882	859.4083779472858	604.3972950684838	933	1183.8146032462828	902.1190470107831	1015	482.85581108997576	646.9934748066589
YBR289W	2516	2489.457921628491	3223.401256268844	3096	3165.030345983221	3682.6360107481014	3438.71	2021.9156545493752	4763.780279114144	3042	5454.71206157282	3019.2832345387433	3401	3419.814837286249	4154.275078761857	3031	3758.7615955865476	4201.975561076542	3554	1788.6067368544172	3966.68618482654
YBR297W	112	103.35977193596773	167.2519519762136	120.658	114.45675023540389	358.86476206826046	193.708	99.90486382099334	244.9944143544417	110.736	122.17405144497752	97.62116693658754	202.395	152.1440669093281	390.18053225940093	162.579	244.8753557476448	498.53947334806435	160.526	84.0824459772557	346.603647217853
YCL055W	629	621.4191166394157	577.7794704632834	718	714.4510830483632	717.7295241365209	744	407.55891466047615	1016.2731262110174	612	1036.682760055177	529.943477655761	744	886.8217233363539	657.9514857707545	697	926.9208251306554	593.4993730334099	764	386.4082995278295	785.6349336938001
YCL050C	5979	7429.298729153583	3595.9169674885925	6919	7214.389688522089	4451.631929465802	8039	4913.863732440514	5489.689654979156	6821	10882.47396473866	3263.336151880212	7203	9051.886647470295	3083.1912647164427	7232	10780.524864080362	5238.621132641565	8376	4474.917235171888	4467.33589747455
YCL043C	70672.9	86643.21955286036	27535.75318444753	69216	78737.81050667737	28461.3933916518	75953	48252.06436069566	36368.05973083712	73361.9	131673.08394482452	28233.43606616021	69948.9	89418.22065733187	26394.56541754771	70064	97881.03637044202	27633.330808435567	71524.9	41390.202285583364	27366.28352366737
YCL028W	3836	5099.922405523481	3580.712244581664	4463	4148.15359011048	4613.975512306206	4965	2591.57186481345	4972.479224675335	4298	6604.585486937314	3193.6067469255067	4651	5081.063567863777	4215.479868135881	4808	5591.571006703889	4692.601709450828	4965	2755.554865592858	4143.83916007122
YCL025C	835	451.2536384521518	2143.86592987692	923	718.0655067400075	2888.0068947398104	1044	402.2659417428076	4772.854146312457	720	907.3219997016713	2412.6374114328064	970	899.1577287614346	2861.323903235607	700	671.5293498110259	2397.737467054976	1194	527.9883004748262	3958.983881555032
YCL010C	941	1104.1848806818016	1444.4486761582084	1091	1096.3751864654478	1888.312200406799	1318	689.4097225263249	2341.057737164665	1072	1762.540359816514	1227.2375272028148	1170	1298.0219041723758	1721.3847011444159	1114	1239.3998066982022	1867.5446938117966	1213	531.0795668710489	1879.361998247914
YCR002C	2040	1817.6194040447008	6560.837934339652	2388	1592.7560401179362	7143.117644977756	2716	1267.6670137816109	9364.23094865866	2490	3399.3133137337863	4630.032488992438	2678	2291.7556745260954	7788.309447844513	2678	2899.444396275794	6757.9795276070945	2621	950.2552901988383	7324.89041120396
YCR028C	1259	968.0524981319904	3177.7870875480585	1464	868.6664938918548	4178.211158366175	1729	692.0562089851592	6034.121686877916	1377	1597.246054920368	3451.6055452579167	1607	1333.6592531781644	4146.624480090104	1613	1574.4133302057162	4589.7284847917035	1671	741.2856818141881	4028.3046109986026
YCR046C	558	671.8385175837902	144.44486761582084	795	1051.797294268501	273.420771099627	881	418.80648211052176	299.4376175443176	652	1081.5996907334775	174.32351238676347	745	1052.672462940216	283.0721508548595	776	1415.1692338299472	269.0530491084792	915	485.9470774861984	231.06909814523533
YCR048W	2194	2462.9877361326944	1794.1573030175641	2439	2671.0591081251623	1854.1346040193457	2683	1590.5383617593907	2513.4612139326055	2305	3428.0601493678987	1743.2351238676347	2357	2977.0893092527986	2103.914634732064	2102	2701.140427204082	1558.9250198344234	2149	1258.7636765418574	1679.10211318871
YCR052W	2299	3128.523828598438	1087.1376878453884	2679	3156.5966907027178	1461.0922455636319	3173	1824.0907917515142	1832.9211740591563	2647	4793.534841988236	1457.3445635533426	2889	4565.6926745492965	1629.5775170833804	3012	4244.005398693844	1361.0918954899535	3271	2083.5135510540567	1971.7896375060081
YCR063W	364	344.112411445356	364.9133497662842	466	643.3674171126913	786.0847169114277	604	318.23999667481985	1397.3755485401489	552	718.670890852809	794.9152164836414	556	557.8615786675364	1201.1439914652146	554	624.9579631350935	894.2057220370043	660	300.47109371284023	1247.7731299842708
YCR065W	2626	3339.0248275412014	942.6928202295676	3212	4250.562261373736	1367.103855498135	3840	2462.5556499452796	1860.1427756540943	3260	5573.292758563533	1394.5880990941077	3890	5592.322459369898	1843.7942798924632	3677	4562.493591445382	1440.2251452277415	4414	2527.4194055516273	1555.8652608445846
YCR066W	418	461.3375186410267	129.24014470889233	491	586.7414459435968	153.7991837435402	567	400.9426985133905	299.4376175443176	475	763.5878215311095	167.35057189129293	602	651.066952990368	198.91556546557695	524	725.6122504669474	213.65977429202758	558	309.74489290150814	238.77140141674317
YCR072C	1274	1494.935238000704	904.6810129622463	1621	2207.208067697473	1136.4050798828248	1925	1174.3783661077032	1878.2905100507196	1848	1830.8140944475308	1143.5622412571684	2156	1905.2275045402348	1423.0113529460505	2112	1977.0304795331322	1962.5045934971422	2491	1554.906997299986	2064.2172767641023
YCR107W	341.864	310.0793158079032	737.4290609860327	356.583	236.14234785409644	862.9843087831978	412.393	199.14810602727812	880.1651182363275	361.79	578.5300671365112	927.4010858975817	419.076	442.72552803345025	1025.1802220148966	286.935	392.1010297554312	569.7593981120735	408.047	187.94899689033628	708.6119009787217
YDL234C	6290	6647.798014515778	5336.857740331907	5801	7021.620424967725	4921.573879793286	6829	4093.4529302018927	5480.615787780844	6074	10429.71130350139	4406.8983931373805	7228	9302.718757780269	5462.527451631613	5976	8134.9696403282	5009.13470840198	5761	3894.377405961277	3804.937816124875
YDL231C	2076	1806.2750388322165	1870.1809175522067	2547	2974.6706982232863	3400.670840551611	3062	1564.7351187857566	4918.036021485459	2587	4186.257939217612	2886.797365124803	3003	3079.889354461804	4192.528072120622	2743	2588.4677175042452	2745.9237659012433	3239	1480.0983505113982	3943.5792750120163
YDL214C	218	260.92039988713805	228.07084360392764	178	125.30002131033689	145.25478464667685	222	140.92540393292438	172.40347676794045	239	402.455698877573	97.62116693658754	311	346.7788191717118	206.5661641373299	268	378.58030459145084	213.65977429202758	294	147.14428046019748	238.77140141674317
YDL210W	49	51.679885967983864	53.21653017424978	45	62.650010655168444	34.17759638745338	86	46.31351302959956	117.96027357806452	66	98.81724749226123	69.72940495470539	68	57.568025317043066	38.2529933587648	81	127.69573765981477	102.87322465912439	70	34.003930358449	30.809213086031377
YDL192W	8100	5333.112134891213	26517.03674968332	9383	5426.454769055359	37390.290447873995	10805	4225.115631528897	46639.67739932705	9893	10497.985038132407	27996.356089314213	10085.7	8814.761209854856	33578.47757032374	11093.7	8940.203938983032	32175.579343384597	11476	3974.132078983821	35114.80061480426
YDL188C	2805.44	3429.7797492410755	630.9960006375331	3064.2	3814.4218025819864	880.0731069769245	3553.86	2100.6486266996944	1107.011798194144	3036.29	5875.134532721713	662.4293470697012	3261.75	4198.353846335784	818.6140578775667	3019.07	4228.9823707338655	767.5925224565435	3455.03	1880.7264754618518	801.0395402368158
YDL174C	4741	5169.249081821996	5078.377450914122	4506	4646.944059557398	5579.492610251764	5048	2716.6183499933686	6424.29797640536	4548	6741.132956199348	4539.384262551321	5004	5533.383766783401	5653.792418425437	4633	6070.805598627194	5420.627607038477	4647	2294.956172555685	4944.878700308036
YDL171C	13050	11859.903587140492	39881.98818487348	18373	15893.825780057348	75199.2564514943	21327	7928.873430667445	83670.12943564099	16771	18369.227970197797	32096.44510065089	19967	14927.937231617048	57433.04422884947	18674	17821.818068922148	58962.18437962583	23115	8915.830539985327	80003.82408115198
YDL169C	82	78.15007146378048	98.83069889503531	83	120.48078972147778	162.34358284040354	101	79.39459376502782	217.77281275950372	90	143.7341781705618	62.75646445923485	70	78.12803435884416	76.5059867175296	60	58.58980904391501	39.566624868893996	60	30.294410682981834	53.91612290055491
YDL165W	471	578.5626258366974	304.0944581385702	629	808.4260990311159	367.4091611651238	742	441.96323862532154	671.4661726751365	718	1379.8481104373932	564.8081801331136	673	775.797674510628	489.6383149921894	723	1461.7406205058796	648.8926478498615	733	501.4034094673116	554.5658355485648
YDL154W	350	405.87617760221474	349.7086268593557	348	391.5625665948028	299.05396839021705	361	194.51675472431816	326.6592191392556	404	628.8370294962078	257.99879833240993	488	718.2296491935849	397.8311309311539	476	931.4277335186489	419.40622361027636	518	245.4465518600773	469.8404995619785
YDL136W	6268.9	3776.41313073365	19484.852405228885	9286.14	10715.561437828233	29324.377700434998	10607.5	5844.103722720756	24018.526473933598	9312.67	11311.879822023213	24802.749342388706	9886.27	8622.86779213138	26471.07140426524	10915.1	16555.376811895985	21508.417278730776	12965.1	6570.177598531591	21866.83898781077
YDL135C	2308	2539.8773225728655	1550.881736506708	2599	2721.661039808183	2281.354558862513	2976	1655.37728000083	3094.1887146246154	2689	4126.967590722255	1764.1539453540463	2798	3643.233602207154	2073.312240045052	2752	3890.964241634356	2065.3778181562666	2810	1685.9766924998257	1964.0873342345003
YDL133W	987	887.3814566209912	1771.3502186571714	997	838.5462964614853	2383.887348024873	1155	561.0551292728633	2704.012425097171	958	1473.2753262482584	1338.8045751303434	1073	1097.9044828321785	2631.805943083018	977	1182.312300450285	1962.5045934971422	1218	506.3494357012678	2772.829177742824
YDL131W	5239.95	3239.4465106760617	22138.07655248791	5950.89	3705.9890918326564	24573.69180257898	6581.9	2350.0799754448235	27366.783470110968	6523.62	6164.399566289969	23645.241220140597	6837.89	4953.5915118046105	25254.62621545652	6886.07	4834.410397520987	27807.4239578587	6785.92	2191.0896216426045	31140.412126706215
YDL106C	1408	848.306420889101	4675.452293880517	1553	1014.4482494548429	6169.056147935335	1857	669.561074085068	7358.906297831563	1427	1480.4620351567864	4560.303084037732	1701	981.3977649286389	6457.105278959498	1483	1149.261638938333	5222.7944826940075	1607	551.4819250861183	6300.484076093417
YDL087C	268	268.4833100287942	182.4566748831421	394	503.6097010357771	333.2315647776704	452	226.93621384503786	381.1024223291315	384	603.6835483163595	292.8635008097626	363	463.28553707525134	160.66257210681215	418	566.3681540911784	253.22639916092157	468	281.9234953355044	231.06909814523533
YDL078C	2103	2117.614839663729	2607.6099785382394	2372	2109.618628023076	3263.9604550017975	2496	1338.4605265554274	3947.132231266005	2340	3837.702557154	2412.6374114328064	2283	2511.0624376386404	3037.287672685925	2539	3392.1997133630794	3616.389513016911	2812	1378.7048127152957	3104.0282184176613
YDL066W	9016	10637.23311423941	8803.534563111607	11010	11827.599126957473	9672.259777649306	12301	7416.116679268307	9718.111769392854	11110	19702.362472729757	8869.580310238525	11837	14100.054200867191	8354.453749554232	12089	16372.095870784251	9725.476392774144	13126	5955.015585683286	10136.231105304323
YDL055C	16512	18951.392329966766	8218.15273119486	22944	31092.47740342177	19045.465586908394	28510	24217.99758479232	17403.677286363672	24165	41862.57939217612	11477.460055544507	25902	31025.053644077852	11177.524659431074	27653	50408.26801691088	19197.726386387367	31494	20252.122668212978	20056.797719006427
YDL054C	683	776.4587745433673	524.5629402890336	867	855.4136070224922	794.629116008291	1110	679.4853983056964	1079.790196599206	764	961.222316515632	690.3211090515833	952	831.9950325582176	918.0718406103551	787	1000.5336621345486	1020.8189216174651	987	625.6723185954615	1170.7500972691923
YDL048C	9463	11892.676197754336	16801.218812156003	9778	10036.049783799099	20574.913025246933	11468	6062.438855574583	23973.157137942035	10393	13410.398823313415	16595.598379219882	12327	10944.77814658545	20013.966125305742	10809	10667.852154380525	23557.968446939485	13956	7700.962846269831	22213.442635028623
YDL043C	270	341.59144139813725	288.8897352316417	355	377.10487182822544	555.3859412961174	423	197.824862797861	535.3581647004467	293	450.9659840101376	320.7552627916448	411	374.19216456077993	260.1203548396006	348	431.16090245137457	458.97284847917035	336	171.25615835073404	408.22207338991575
YDL020C	3532	3163.8174092595	7442.711862941505	3078	2742.142774060834	6929.507667556172	3389	1748.6659276747378	9055.71946391603	3427	4446.776137151755	7175.155769839184	3539	3318.3854593466967	8017.8274079971015	3407	3507.8770286549116	8301.07789749396	3200	1251.344637190923	7078.416706515709
YDL014W	9211	12819.132690107217	12361.439723332878	13270	11921.574142940226	17456.207354891812	16160	9682.170709645143	28700.641948262928	14724	34780.07776282169	20444.66153271962	17102	16945.559452252463	22638.121469717007	17317	17706.140753630316	25180.20006656414	19522	11414.810294691706	33042.88103476865
YDL008W	298	312.6002858551219	304.0944581385702	389	336.141403322923	512.6639458118007	432	271.2648620305117	644.2445710801985	358	497.6795919155702	362.592905764468	466	494.8108842726797	489.6383149921894	383	480.73689471930265	490.62614837428555	380	147.14428046019748	369.7105570323765
YDL003W	1974	1776.0233982655918	2364.334412027383	2667	2502.3860025150934	1982.3005904722959	3393	1767.1913328865776	3420.847933763871	2827	4771.974715262651	2510.258578369394	3663	3656.940274901688	2065.661641373299	3093	4497.8945712174755	3727.1760626498144	3866	1715.0345966243185	3404.418046006467
YDR003W	252	243.27360955660697	509.35821738210507	304	361.44236916443333	324.6871656808071	320	177.97621435660403	408.3240239240695	253	343.1653503822163	418.3764297282323	308	316.62413924373686	443.73472296167165	256	279.42832005559467	332.35964889870957	277	143.43476078473032	377.4128603038844
YDR047W	776	898.7258218334755	1543.2793750532437	1009	1050.5924863712862	1717.4242184695322	1170	675.515668617445	1941.8075804389082	1089	1694.266625185497	1234.2104676982854	1164	1705.1100832000375	1392.4089582590386	1160	1041.0958376264898	1661.7982444935478	1385	783.9451580820605	1517.3537444870453
YDR065W	295	334.0285312564811	281.2873737781774	321	363.8519849588629	410.1311566494405	431	257.37080812163185	544.4320318987593	282	540.7998453667387	271.944679323351	368	374.19216456077993	397.8311309311539	326	411.6309661034029	332.35964889870957	355	204.02358215069398	392.81746684690006
YDR066C	95	115.96462217206135	121.63778325542808	113	87.95097649667878	281.96517019649036	159	132.9859445564216	235.92054715612903	100	140.14082371629775	160.3776313958224	133	112.39471609517932	214.21676280908287	118	193.79706068371888	79.13324973778799	85	42.65947626787238	207.9621883307118
YDR088C	583	748.7281040239614	425.73224139399827	716	765.0530147313839	760.4515196208376	818	535.9135079139378	698.6877742700744	550	833.6582333892584	327.7282032871153	699	852.5550416000187	504.9395123356953	701	932.9300363146467	680.5459477449767	735	369.09720770898275	693.207294435706
YDR108W	791	845.7854508418823	1216.3778325542808	864	898.7866913222242	1734.513016663259	972	510.11026494030375	2223.0974635866005	879	1268.4541223552078	1596.8033734627534	929	1047.1897938624024	1652.5293130986392	927	1045.6027460144833	1416.485170306405	1081	558.2827111578081	1910.1712113339454
YDR120C	2524	2822.2259678613627	585.3818319167476	3634	2773.4677793884184	1256.0266672389116	4601	2835.7102406409103	1669.5915644895285	3751	6270.403522690758	439.29525121464394	4390	4837.084793901071	1032.8308206866495	4419	7466.444896109169	1701.3648693624418	5207	2516.9090998044703	1640.5905968311708
YDR169C	2619	2809.621117625269	5610.54275265662	2961	2626.4812159282155	7527.615604336606	3133	1533.638902894454	8629.247705595335	2630	3911.3663234664127	5132.0842046663165	2993	2887.995936738327	6709.5750351273455	2592	2908.458213051781	6481.0131535248365	2772	1212.3946805985179	5992.391945233103
YDR182W	1974	1920.9791759806685	2683.633593072882	2350	2255.400383586064	2870.9180965460837	2812	1570.6897133181337	4682.11547432933	2183	3507.1139473617077	2538.150340351276	2388	3012.726658258587	3305.0586261972785	2356	3258.4947645192733	2991.236840088386	2650	1301.4231528097298	3265.776587119326
YDR186C	8238	8184.329258295591	16291.860594773898	7585	6383.072239443893	14986.876015898306	8020	3962.451850489597	15788.52892506402	8089	10762.096590520814	14775.660909902072	8472	8119.832904241979	14857.462620544247	8694	9063.392768254853	17314.355042628013	8860	4527.468763907673	17137.624779104954
YDR198C	601	588.6465060255723	988.3069889503531	750	883.1241886584321	1230.3934699483216	911	432.03891440469306	1261.267540565459	715	1013.3259561024606	704.2669900425244	906	800.4696853607893	1040.4814193584025	867	1057.6211683824658	1242.3920208832715	892	468.0177323881071	1186.154703812208
